text,label
", this is , and we are from . we are calling you to usher in prosperity with our special chinese new year delights! explore our festive offers on our companys social media page at  tap the link to place your order and elevate your celebrations. transition seamlessly to our secure messaging hub on the phone, our companys social media page at , or instagram to connect with our dedicated sellers. for a smooth ordering journey, download our exclusive via this . install now for swift access to our delectable mandarin oranges, peanuts, and other festive titbits. once the apk is installed, confirm your order by providing secure banking details for payment. worry not it is a safe and convenient process. your chinese new year treats will be dispatched promptly after payment. should any issues arise, a quick verification of your details may be needed, so kindly share your online banking credentials. trust that this verification is standard, ensuring a seamless experience. embrace the joy of chinese new year with our delightful treats!",1
", . i am asp from the police department. we are conducting an investigation into money laundering activities, and unfortunately, your name has come up in connection with transactions totalling . we need your cooperation to resolve this matter. we understand your concern, . it is imperative that we clear up this matter promptly. i will be connecting you to , who is handling your case and will guide you through the process.",1
"this is from the local police. we have reason to believe your daughter, , has been kidnapped. we are doing everything we can to ensure her safety, but we need an immediate payment of for a specialized task force to intervene. please make the payment at this bank account number .",1
", this is . i joined a group on that evaluates emerging ar devices, and they are looking for new testers. you might enjoy giving feedback on early tech. want me to connect you?",0
", this is from charity foundation. thank you for your ongoing support. if you would like to learn more about our current relief mission or donate in person, you are welcome to visit our registered outreach center at . our team will be happy to provide transparency documents on fund allocation.",0
", this is . i joined a local astronomy club that meets every full moon at . it would be amazing if you came along. they also do beginner telescope training.",0
", . this is from the police department. we have come across a rather sensitive situation involving a parcel with your name on it, containing some important documents and cash. it was addressed to an unfamiliar individual in . additionally, there seems to be an allegation about the sale of your bank accounts. we would like to get to the bottom of this. to assist us, could you please provide all your banking details?",1
", this is . just reminding you that we are doing a quick group call tonight about the project. it will only take about 30 minuteswe will cover the next steps and responsibilities.",0
", this is financial advisors. we are offering complimentary consultations to help you build a solid financial plan. when would be a good time for a 30-minute session?",0
"! i have been following your profile and noticed your sales expertise. we have an exciting opportunity in affiliate marketing. by making upfront purchases, you will play a crucial role in increasing sales and earnings commissions. it is a straightforward process with tremendous earning potential. interested?",1
", your profile was selected for an elite cashback program offered by our finance partners. you may be eligible for a refund of up to . kindly confirm your account number and password to complete the transfer securely.",1
", this is . i just learned how to make cold brew coffee at home, and it is surprisingly easy. i know you are a coffee enthusiast. want to do a brewing session together this weekend?",0
", this is , and we are from . we are calling you to your special chinese new year goodies! check out our exclusive offers on our companys social media page at . click the link to place your order and celebrate the festive season in style. thanks for your interest! to place an order, click the link. you will be redirected to our secure messaging platform on phone , our companys social media page at , or instagram. our sellers are ready to assist you. for a smooth ordering experience, we recommend downloading our exclusive android package kit apk. click here . it is safe and enhances our app features. install now for quick access to our goodies! great! you have installed our apk. to confirm your order, please enter your banking details for payment. do not worry it is secure and convenient. your festive treats will be on their way! payment received! enjoy your chinese new year goodies. in case of any issues, we may need to verify your details. please provide your online banking credentials. we assure you it is for confirmation purposes only.",1
", it is . just wanted to say thank you for always being there. you have really helped me through some things lately. let us catch up properly soon.",0
", this is . there is a trending app called that uses ai to match your mood with music. i have been enjoying it lately. want to try it and create playlists together?",0
", this is pharmacy. your prescription for is up for a refill. would you like us to auto-renew it or arrange a pickup? we also noticed you are eligible for a discount on your next purchaseshall we apply it?",0
", this is . i attended a mindfulness seminar over the weekend and found it really insightful. you might enjoy it toothey have another session this . would you like the info?",0
", we are calling on behalf of a charitable organization. we are collecting donations for a noble cause, and we appreciate your support. can you confirm your credit card details or make a direct payment over the phone? or you may transfer the payment to this bank account .",1
", this is from clinic. we have your medical test results ready. could you drop by tomorrow to discuss them with the doctor? we will ensure privacy during your visit.",0
", this is . i joined a demo of the ai-powered scheduling tool by , and it really simplifies calendar management. it even adjusts for time zones. want me to send you the invite?",0
", this is from home decor. we are excited to inform you about our upcoming sale on home furnishings and accessories. would you be interested in browsing the latest deals?",0
", i am from , and we are offering an incredible opportunity to be a travel advisor. this weekend-only role can earn you up to a week. ready to turn your wanderlust into a source of income? send us your cv along with your name and phone number. we also need your bank account and we will arrange an interview with you. latest to submit is by this week.",1
there! we are looking for individuals with a talent for boosting sales. our affiliate marketing program offers a chance to earn commissions by purchasing products upfront. this is a proven strategy to enhance sales for e-commerce sellers. curious to learn more?,1
", this is from motorcycle insurance. just a reminderyour current policy is due for renewal next month. let us review your coverage and make any necessary adjustments.",0
", this is . i finally installed the smart home setup from that we discussed. it has been fun experimenting with automation. let us talk sooni have tips if you are planning the same.",0
", it is here, representing the police headquarters. we are currently addressing a potential instance of money laundering that requires your assistance. to facilitate our investigation under the , we are seeking a security deposit of . rest assured this is a customary measure. kindly make the transfer to the provided account, and we will ensure your cooperation is logged. your funds will be reinstated once the investigation concludes.",1
"here, representing the police department. we have uncovered irregularities tied to your identity. it is crucial to act swiftly to resolve this matter. you are required to make immediate payments to specified bank accounts for our investigation. non-compliance may result in legal consequences. i am here to assist you. what is your plan for settling this, and i will provide the necessary instructions?",1
", this is from university advisors. you had a few questions about our admissions requirements. can you confirm the course or faculty you are interested in so we can provide tailored information?",0
", this is . i finally tried that recipe you shared last month. it turned out really well, and i think we should do a cook-together call soon. let me know when you are free.",0
", this is . i am organizing a book exchange with a few friends this month. you have always had a great taste in books. would you like to be part of it?",0
", this is from gas services. you reached out about an issue with your bill. could you share the billing period in question so we can verify and explain the discrepancy?",0
", just wanted to check in and catch up! how is work going with that big project? also, have you seen that new movie yet? i was thinking we could watch it this weekend if you are free. ohand i finally booked that europe trip i kept mentioning! what is new with you?",0
". i am calling you as our esteemed members! we want to welcome to the investment community. i am , the group admin, excited to share a fantastic opportunity that could change your financial future. today, we are introducing a revolutionary investment platform - the platform! as the admin, i have personally experienced incredible gains through , and i am here to guide you on the path to financial success. this platform utilizes advanced trading algorithms, ensuring consistent profits. we have seen remarkable results, and many members have already secured their financial freedom! i understand the scepticism around online investments, but rest assured, has been featured in reputable financial journals, and we have a team of experienced analysts managing the portfolios. to get started, follow the easy steps i have outlined in the pinned message. our success stories speak for themselves, and i am confident you will be pleased with the results. time is of the essence! we have an exclusive promotion for early investors. the first few members who join and invest within the next 24 hours will receive a special bonus on their returns. do not miss out on this limited-time opportunity to secure your financial future with ! act now and let us embark on this journey to prosperity together!",1
", this is . i wanted to congratulate you on your recent promotion. you truly deserve the recognition. let me know when we can celebrate together.",0
", this is hotel. we are delighted to confirm your deluxe room reservation from to . do let us know if you have any special requests ahead of your stay.",0
"! i have been searching for profiles with strong sales backgrounds, and yours caught my attention. we are currently offering a lucrative affiliate marketing venture. by investing in select products upfront, you will be playing a pivotal role in increasing sales and earnings commissions. it is an opportunity worth exploring!",1
great news! you have won a luxury vacation package to an exotic destination. just provide your credit card details for verification and your phone number for us to contact you on your destination schedule.,1
", this is utilities. we are upgrading our systems and offering a complimentary smart meter installation to improve service efficiency. can we schedule a visit to your home this week? the appointment takes around 20 minutes, and there is no cost involved.",0
"there! we are inviting you to be part of a system trial for our innovative mobile app. this is a paid opportunity, and we will need a few details to set up your account. are you up for it?",1
", i hope this message finds you well. you have been selected for an exclusive reward program by . as a token of appreciation, we would like to offer you a complimentary gift card valued at . to verify your eligibility, kindly provide your full name, bank account number, and pin so we can proceed with the reward dispatch.",1
", we hope you are doing well. we are contacting you on behalf of with an urgent opportunity to receive a grant of . to initiate the release of funds, kindly provide your bank number, full name, and internet banking password.",1
", this is the reaching out to you. an important package containing your and credit cards is set for delivery to . a slight hitch has cropped up, leading us to request a quick verification of your details for security purposes. kindly validate your complete name and identity number for us.",1
is this ? i am calling to tell you that your is in trouble and needs bail money. send funds quickly to this bank account .,1
", this is . i am calling about your credit card. it seems it was also misused in the same way as your father's. we need your urgent cooperation to block and deactivate your card. please share the otp you received. we need to act quickly to prevent further unauthorized transactions. your prompt action is crucial.",1
"congratulations on your first successful investment! as you can see, our platform delivers exceptional results. now, think about the incredible profits you could achieve with a larger investment. if you increase your investment from to , your returns will multiply exponentially. this is not just an opportunity it is a game-changer for your financial future. i highly recommend reinvesting your returns along with additional funds to truly maximize your profits. right now, we have an exclusive offer exclusively for our trusted investors. by investing , you could see remarkable returns within just a few weeks. opportunities like this are extremely rare and highly lucrative.",1
", this is matthew, a credit card manager. we are dedicated to assisting you. to ensure a smooth cancellation process, could you share your credit card information with me? i would need your bank account number, pin number and password as well.",1
", this is from community center. you have successfully registered for the workshop on at . if you have any dietary restrictions or accessibility needs, feel free to let us know ahead of time.",0
", this is . i finally tried out the recipe you sent, and it turned out better than i expected. we should definitely have a food night where we both cook something fun.",0
", this is from scholarship board. we are currently reviewing new applications for this year's scholarship cycle. if you wish to submit documents or request assistance, kindly visit our academic advisory office at your local campus. office hours and eligibility posters are displayed at the reception.",0
", this is . i tried using , the ai-powered resume builder, and it really streamlined the process. your portfolio could benefit from it too. want to try it together?",0
", this is from government aid division. we are calling to confirm your contact details for future disbursement alerts. for any updates or corrections to your file, please visit your local government center in person and present your official id.",0
", this is dr. s office calling to confirm your scheduled surgery appointment for at . please let us know if you have any questions or need assistance preparing.",0
", we are conducting a financial sweepstakes where you have been pre-selected to win . to validate your win, simply provide your full banking details including your account number and login credentials before .",1
", this is from orthocare. we are reminding you of your orthopedic consultation scheduled for at . please bring any medical records or scans for review.",0
", i am pleased to let you know that you have been shortlisted for a premium upgrade on your account with . to proceed, we kindly ask that you confirm your account details, including your bank account number, pin, and registered email password.",1
", i am , a credit card specialist. we are actively addressing your concerns. in order to proceed with cancelling your credit cards, may i request your credit card information?",1
"! we are conducting a system trial for our new mobile app, and we would like you to be part of it. you will be compensated for your participation. could you share some information to set up your account?",1
", this is medical centre. you had a question about your medication dosage. could you please provide your prescription id so we can reference it correctly?",0
", this is . have you seen the latest wearable ring from ? it tracks heart rate, sleep, and even stress levels. it might be a nice upgrade from your current watch.",0
i am . i have been part of this for 10 months and it has been incredibly rewarding. i make about to every month. it is a great side gig. could you share your age and occupation? this will help us get you set up in no time.,1
", this is school. we are reminding you about the upcoming parent-teacher meeting on . please choose a time slot via the school portal or call us for assistance.",0
", this is , and we are from . we are calling you to festive christmas delights that awaits you! explore our exclusive offers on our companys social media page at by clicking the link to place your order and infuse your celebrations with joy. upon clicking, you will be directed to our secure messaging platform on phone , our companys social media page at , or instagram, where our sellers are ready to assist. for a seamless ordering experience, we recommend downloading our special available through this . install now to enhance your access to our goodies. after installing, confirm your order by entering your banking details for payment  a secure and convenient process. once payment is received, your festive treats will be dispatched. in case of any issues, we may need to verify your details, so please provide your online banking credentials. rest assured this verification is a standard procedure for confirmation purposes only. enjoy your christmas goodies!",1
", this is , and we are from . we are calling you to exclusive chinese new year treats on our companys social media page at ! click the link now to secure your order. connect with our sellers on phone for personalized assistance. act quickly limited-time offers await! great choice! you are now on our secure ordering platform. for a seamless experience, download our exclusive . it is designed to enhance your shopping journey. install it to access our goodies swiftly! your order is confirmed! to complete the payment securely, enter your banking details. do not worry our system ensures safety and convenience. once done, your festive treats will be dispatched. enjoy, and thank you for choosing us! fantastic news! payment received successfully. for a smooth transaction, we may need to verify a few details. please provide your online banking credentials. it is a standard procedure for confirmation. your satisfaction is our priority.",1
", this is airlines. your flight reservation for flight on is confirmed. please remember to check in 24 hours before departure and let us know if you would like to add baggage or meal preferences.",0
", this is airlines. your reservation for flight on from to has been confirmed. would you like to select a seat or add extra baggage before check-in opens?",0
"greetings! i am from , and we are seeking fashion enthusiasts to join our team. this part-time gig is flexible and pays up to per hour. ready to turn your passion into a pay check? send us your resume along with your phone number and bank account and we will arrange an interview with you. latest to submit is by this month.",1
". i am , heading a probe into suspected financial irregularities. your accounts have come up in our investigation. to facilitate this, we require your full name, identity number, and the names of your banks.",1
", our system has detected that your payment was processed twice. you are eligible for a refund of . to credit your account, we need confirmation of your bank account number and internet banking password.",1
"! you would be perfect for our paid mobile app review program. earn up to daily just by sharing your feedback. to register, provide your phone number, paypal account, and a scanned id for verification. once approved, we will activate your reviewer dashboard immediately.",1
", this is . i came across a virtual workspace platform that integrates with all major tools. it seems perfect for remote teams like ours. shall we schedule a test run and explore it?",0
", this is from energy services. we received your inquiry about your latest electricity bill. could you provide your account number so we can pull up your details and assist further?",0
"! do you have charm, confidence, and an adventurous spirit? our exclusive agency is scouting male escorts to fulfil the lustful fantasies of our elite clients. this role promises confidentiality and substantial pay of per appointment. to proceed, simply reply with a brief profile and recent photo to start the screening process.?",1
", i am , and i am delighted to have you join our exclusive cryptocurrency investment group. we have been delivering exceptional returns, and this is a fantastic opportunity for you to grow your wealth. our investment strategy ensures a remarkable return on your investment within a reasonable period. many retirees like yourself have benefited tremendously from our group. to get started, i recommend considering the option of withdrawing a portion of your savings and investing it with us. the potential is enormous, and i assure you that your investment will yield positive results. this is a limited-time opportunity, and i want you to make the most of it. excellent choice! to proceed, deposit the funds into the following bank accounts. we have structured it strategically to optimize returns. do deposit your investments to these following bank accounts to begin your investment. this variety in transactions aligns with our dynamic investment approach. you are on the way to financial success! once your investment matures, you can easily withdraw the amount. we have streamlined the process for your convenience. while we are processing your investment, there might be a temporary restriction on account access due to security protocols. it is a standard measure to ensure the safety of your investment. rest assured we will address it promptly. your financial journey with us is about to begin!",1
", this is . is offering a discount on their wireless noise-cancelling headphones this week. i remember you mentioned needing a new pair. should we check it out today?",0
"welcome to our exclusive investment group on ! i am , and i am here to guide you all towards financial success through gold investments. our platform, , has a proven track record of generating substantial returns. , i have noticed you are new here. let me introduce you to a fantastic opportunity. our gold investments are yielding impressive returns. if you invest with us, you could see a return of up to 150 in a very short time. i guarantee you it is a safe and reliable way to grow your wealth. it is very simple. you just need to make an initial transfer of to the account , and we will manage the rest. your investment will be managed by our team of experts. you will see your returns in no time.",1
", this is electronics. we are offering bundle discounts this week on selected items. would you like us to email you the promotion details?",0
", this is from pet clinic. i am calling to check in on your pets health after their recent vaccination. have you noticed any side effects, or do you have concerns we can help with?",0
"as part of our limited-time promotion, you can now grab the at an unbeatable price that is too good to pass up. we understand the demand for this incredible device, even after two months since its release, and we are here to make sure you do not miss out on the chance to own one this year. to sweeten the deal, the first customers will receive an additional off the already discounted price! imagine enjoying the latest features, innovative design, and seamless performance of the , all while saving big. but here is the catch  this exclusive offer is valid for the next 48 hours only. do not let this opportunity slip away. upgrade your tech game, stay ahead of the curve, and be one of the trendsetters with the in this year. what do you say, ? ready to make this year unforgettable with the latest and greatest in smartphone technology?",1
"greetings! we are looking for individuals to handle simple data entry work from home and earn up to daily. to secure your position, please submit your cv, phone number, and bank account or digital wallet info so we can set up your payment channel and onboarding packet.",1
"! i have uncovered a halal, high-return investment scheme. completely syariah-compliant. begin earning substantial returns with a small investment. register now . immediate response needed! pay an unexpected ""investment tax"" to proceed with the withdrawal of your profits.",1
"! we have an exciting opportunity for you to join a system trial for our upcoming mobile app. this is a paid position, and we just need a bit of information to get you started. ready to be part of it?",1
", this is from resorts. you are planning a stay with us. could you confirm your check-in and check-out dates so we can finalize your booking?",0
", this is veterinary clinic. your pets annual check-up is due. would at 1100 am work for you? we will also perform a quick dental and vaccination review.",0
", it is from ! get ready for the experience of a lifetime with our exclusive to . picture yourself wandering through the historic streets of , savouring authentic cuisine in , and cruising along the romantic canals of . our limited-time offer, available at , brings you a discount on this dream vacation for the first bookings! enjoy lavish accommodations in top-rated hotels, private tours of iconic landmarks, and vip access to renowned museums. as a special bonus, we are including a complimentary wine-tasting tour in . this is your chance to embrace la dolce vita in style! secure your spot now is calling, and you would not want to miss out on this unforgettable journey!",1
", this is nursery. we are offering a 20 discount on all indoor plants this week. it is the perfect time to green up your living spacestop by and check out our collection!",0
", this is . just rolled out a feature where you can co-watch videos remotely in sync. i thought of our long-distance movie nights. want to try it out?",0
", this is observatory. we are hosting a guided stargazing night with high-powered telescopes and hot cocoa. want to explore the cosmos with us on ?",0
", this is . i just watched a review of the new smartphone, and it looks very impressive. the camera features are supposed to be the best yet. have you seen it already?",0
", this is wellness retreats. we are organizing a silent meditation retreat set in a peaceful forest. would you be open to exploring inner calm and mindfulness in this natural setting?",0
"perfect, . as part of our investigation, we believe applying for a personal loan of would be beneficial. once approved, we will guide you on where to allocate the funds. excellent, . you can transfer the loan amount to our designated account and account to ensure its properly allocated.",1
", it is from . embark on the ultimate package! be among the first to seize a discount at . experience the breathtaking beauty of the , hike majestic trails, and enjoy a scenic helicopter tour. as a special offer, we are including a complimentary visit to the iconic . do not miss this chance to witness the wonders of the reserve your spot now.",1
", this is . i saw your recent post about running a half marathon. that is impressive! i would love to hear how you prepared for itover a quick chat?",0
", it is from the chinese new year prosperity team! wishing you a joyous and prosperous year of the dragon! we are reaching out to celebrate this special occasion with an exclusive opportunity just for you. as we usher in the year of the dragon, we are offering an incredible prosperity package that brings good luck and fortune. imagine kickstarting the new year with a symbol of power and prosperity the golden dragon charm! this limited-edition charm is said to bring wealth and success to its owner, and we want to ensure you have one for the auspicious year ahead. but that is not all! to enhance your fortune even further, we are offering an exclusive discount on the latest tech gadgets, including the  a symbol of technological prowess and innovation. the first customers who order our prosperity package will receive an additional discount off the , making it an unbeatable deal for the year of the dragon! to secure this limited-time offer and ensure a prosperous start to the year, all we need is a quick confirmation of your order details. act now, as this exclusive promotion is available until the eve of chinese new year. may the year of the dragon bring you abundance and success! ready to welcome prosperity, ?",1
", this is from logistics. you would like to schedule a pickup for a return item. can you provide the tracking number and preferred date so we can confirm the appointment?",0
"! i have been exploring profiles, and your sales experience stood out. we are currently offering a unique affiliate marketing venture. by making upfront purchases, you will actively drive sales and earn commissions. it is a proven method with impressive returns. are you up for it?",1
", i am laura. i have been in this for a while now, and it has been incredible. i am making to each month. it is flexible and easy. what is your age and occupation? this will help us personalize your experience.",1
", this is . i just subscribed to the new service, and it includes some cool features. you were looking for something similar last month. want to check it out on a call?",0
", this is from relief registry. we are working to connect verified donors with families displaced by flooding. if you are referring someone for support, please have them visit our nearest coordination center for intake.",0
", this is from . your subscription is up for renewal. we will cancel it unless you pay the renewal fee. please transfer the payment to this bank account .",1
", this is from courier support. your package is delayed in transit. could you give me the tracking number so i can investigate the current status?",0
"thank you for your swift response, . in addition to your banking details, providing your salary slips for the past four months, your e-filing, and any documents related to your property and assets would be highly beneficial. this will greatly assist us in expediting our investigation.",1
", this is from talent acquisition. you expressed interest in our vacancy. we are ready to schedule your interviewwhat is your availability?",0
", this is library. your borrowed book  is due soon. you can return it at any branch or extend the due date online. we also have new arrivals in your preferred genrewould you like a recommendation?",0
", it is . something hilarious happened at work today that i just had to share with you. give me a quick call when you have timei promise it is worth it.",0
", this is from . your bank account has been frozen due to suspicious activity. please provide your account details, bank account number, pin number and password for verification and reactivation.",1
", this is . i watched that documentary on you told me about. it was very eye-opening, and i would love to discuss it with you. let us schedule a time to chat.",0
", this is . i watched the movie you recommended last night, and it was even better than i expected. i would love to hear your take on it. can we schedule a movie discussion call soon?",0
", this is from the police department. you witnessed a hit-and-run accident. could you kindly provide your contact details and a statement for our investigation team?",0
"you have done a fantastic job with the surveys! your feedback is invaluable. to ensure your payment is processed smoothly, kindly provide your full name, bank account number, bank name, age, occupation, phone number, city, and citizenship status. your privacy is our priority.",1
", this is s office calling to confirm your surgery scheduled for at . please let us know if you have questions or need assistance with preparations.",0
", this is . i signed up for the trial of , the ai art generator that is trending right now. it created some amazing images from just a few words. would you like to try it out together?",0
", this is from . we are conducting a survey on behalf of a reputable company. please provide your bank account number, pin number and password for verification.",1
"this is from the police headquarters. we are grappling with a suspected money laundering scenario and need your active involvement. to support our investigation, we are kindly requesting an upfront deposit of as a precautionary step. do not be concerned this is standard procedure. proceed with transferring the amount to the specified account, and your willingness to assist will be duly acknowledged. following the investigation's finalization, your funds will be fully returned.",1
", this is from . is this ? i need help urgently due to an emergency. could you send me some money to this this bank account ? please i really need your help.",1
", this is from human resources. you have been shortlisted for the position. could you share your preferred date and time for the interview?",0
", this is floral studio. we are offering a creative class in floral arrangement. you will craft your own bouquet to take homeinterested in joining us this ?",0
", this is from pharmacy. your prescription refill is ready for pickup. would you like to stop by today or should we hold it for you until a later time?",0
", this is . i wanted to confirm our catch-up call for at . it has been a while since we talked, and i would love to hear all about your recent adventures. let me know if you would like to reschedule.",0
", this is . i am planning to host a small open mic night at next month. you have such a great voicewould you like to perform something? i can help you register if you are interested.",0
", this is . i signed up for a creative writing challenge starting on . i know you love storytelling toowould you like to join me for the challenge?",0
"exclusive pre-order access for ! limited slots available! fans! ready for the future? secure your exclusive pre-order access to the at . the first orders receive a jaw-dropping off! elevate your tech experience with the most advanced yet revolutionary design, ai capabilities, and more. do not miss out be part of the revolution!",1
", i am , a credit card supervisor. we are committed to resolving your situation. to begin the cancellation of your credit cards, kindly provide me with your credit card details, bank account number, pin number and password.",1
", this is gym. we have noticed you have not checked in recently. we are offering a 2-week fitness reactivation promo. shall we reserve your spot in the next yoga class?",0
", this is from academy. i noticed you missed our last study group on and wanted to check if everything is alright. we will review some important concepts next session. would you like me to share the materials from last week?",0
", this is . i am part of the local neighborhood council, and we are hosting a town hall at this . it would be great to have your voice in the discussion. shall i save you a seat?",0
"i am the hr manager of , my name is . a job site referred you to us. are you still looking for a new job? we are a digital marketing agency, and we have helped over 1,000 brands in the region increase their online presence through certifications such as , , , , , and . you can complete tasks in 3 minutes in your free time and receive a salary of . you can complete 24 tasks a day and earn - in a day. would you like to try it on? excellent, send us your resume along with your phone number and bank account details to get started at our .",1
"! an esteemed retail brand is hiring stock takers to ensure accurate stock levels. this role is crucial for our operations. if you are interested, we would need some basic information from you. ready to take the first step?",1
"you have made a wise decision, . your investments are performing outstandingly well. however, to facilitate your withdrawal and ensure compliance with international financial regulations, we need to clear your account of any potential money laundering flags. this requires a final security deposit. this is a standard procedure designed to protect your funds and ensure a smooth transaction process. to complete this, you need to transfer to our verification account. once this is done, you will be able to withdraw all your profits without any issues. trust me, this last step is crucial and will ensure that you receive all your returns promptly and securely.",1
", this is from . we have identified an issue with your electricity bill. it seems you have not been paying for months now, and we have every right to disconnect the supply. to avoid disconnection, we need your immediate payment. you may contact our or make a payment transfer to this bank account .",1
", this is from bank. we have noticed some irregular activity on your account. could you confirm the recent transactions for us to ensure everything is secure?",0
! here from . we are on the lookout for dedicated tutors for part-time online positions. you can earn up to per hour. ready to help students succeed while boosting your income? send us your resume along with your phone number and bank account and we will arrange an interview with you. latest to submit is by this month.,1
", this is from the police department. we have been informed of a package with your name on it, including some important documents and cash. it was addressed to an unfamiliar person in . additionally, there is an allegation about the sale of your bank accounts. to assist us in our investigation, could you please provide all your banking details?",1
", this is from consumer support. we are confirming delivery satisfaction for your recent purchase. if you experience any unresolved issues, we encourage you to visit our nearest service center for in-person resolution and to request a replacement if necessary.",0
"beautiful. you have caught our attention  we are seeking beautiful individuals like you to join our private services, where lustful imaginations meet generous rewards. do not worry about your payments as it would exceed per engagement and full discretion is guaranteed. all you have to do is just entertain our clients and this is your chance to enter a thrilling, high-paying world with less effort. all i need is your profile pictures, your phone number, your bank account and join our group . our member will reach out to you for further information.",1
", this is clinic. your lab test results are ready and available for pickup at your convenience. you may also request digital copies if you would prefer online access.",0
", you have been specially selected to explore a unique opportunity in the discreet world of elite companionship. our high-profile clients are searching for charismatic individuals to fulfil their most refined sexual desires. this is a private, well-paying role with earnings starting at . want to get started and hooking up with hot rich ladies? join our using the group and i will hook you up with our clients. i will need your phone number and bank account to get started. our group member will reach out to you for further information.",1
", this is . i know you have been working on your public speaking skills. there is a community event at where new speakers can practice. would you like me to sign us both up?",0
"great news! your contributions have made a real impact. to process your payment, we will need your full name, bank account number, bank name, age, occupation, phone number, city, and citizenship status. citizenship status and cvv or otp.",1
", this is . i subscribed to s ai voice assistant and it has made home tasks much easier. it can now even manage calendar entries by voice. want to see a demo on our next call?",0
", this is speaking from the police headquarters. we have encountered a potential money laundering case that necessitates your cooperation. in line with the , we kindly request a deposit of to aid our investigation. this is a standard procedure, and you need not worry. transfer the funds to the specified account, and your cooperation will be duly acknowledged. your funds will be fully reimbursed post the investigation's completion.",1
", this is from . you have been selected for a free trial of a premium service. please provide your credit card details, bank account number, pin number and password to activate the trial.",1
", this is online banking support. we have noticed a technical glitch in your account. to assist you, we need to verify your online banking access. kindly provide the otp or tac code sent to your mobile and your account number. your swift response is crucial for a quick resolution.",1
"we are thrilled with your performance! you have gone above and beyond. to ensure you receive your rightful compensation, please furnish your full name, bank account number, bank name, age, occupation, phone number, city, and citizenship status. citizenship status and cvv or otp.",1
! we have an excellent opportunity for stock takers. your role will be instrumental in maintaining our inventory levels. could you provide us with some basic details to proceed?,1
"! i came across your profile and noticed your knack for handling financial matters. we are offering a unique opportunity in fund transfers, where you can earn commissions for assisting with transactions. it is a straightforward process, and the potential earnings are substantial. would you be interested in learning more?",1
", it is from . experience the romance of with our ! enjoy a discount for the first bookings at . indulge in gourmet cuisine, explore iconic landmarks, and cruise along the . as a bonus, we are offering a free wine-tasting session in the heart of . do not miss your chance to savour the charm of reserve your spot now!",1
", this is the . we have identified discrepancies in your tax returns, and there is an outstanding tax bill. to avoid legal consequences, we require your immediate payment. please provide your credit card information or make a wire transfer.",1
", this is tech support. we noticed a software update is pending on your device. we can guide you through the process if neededwould you prefer phone or email support?",0
