text,label
"This is the 2nd time we have tried to contact u. U have won the £400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate",1
"Well , I ’ Ve got a terrible stomach-ache and I keep needing the toilet .",0
URGENT! This is the 2nd attempt to contact U!U have WON £1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7. 50,1
Let's go and play volleyball .,0
"Yes , right .",0
"I haven't decided yet . What about you , Andy ?",0
Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.,1
"Wow , you are going to be busy this semester ! Okay , here you go . You are registered now , you ’ ll have to make your first tuition payment before classes start .",0
I really just have two problems with this .,0
let me explain . I didn't mean to hurt you ...,0
"Hi, this is Officer Sarah Jones calling you from the legal department. The very second you read this message, you need to leave your work aside so that we can discuss about your case and take necessary action on this matter in order to connect press one and you will be connected to the concerned department. If we don't hear from you, IT will be forced to take legal action against you.",1
"Dear customer, this call is from Amazon customer support. This is to notify you regarding your today's purchase on Amazon.com. You have been charged $349.99 on your Visa card. If you have made it to today's call, you have been charged $349.99 on your Visa card. If you have made it to today's call, you have been charged $349.99 on your Visa card.",1
I wonder how long this weather can last .,0
You certainly made a good impression on me as well .,0
WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,1
I need to find a new way of getting my insurance .,0
Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 £3/wk 087016248,1
See you .,0
FREE entry into our £250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,1
Some of my grappa will cure your shyness .,0
"error, or would like to stop the disjoin, please press 1 to start your claim, otherwise press 2 to speak with the billing department.",1
The second driver was luckier . He had a concussion and needed some stitches for his head wound .,0
"This is an important call regarding a legal enforcement action being executed under your name for suspicious fraudulent activities carried out using your identity. The court has issued a suspension notice along with a warrant against your name. Ignoring this message will be an intentional second attempt to avoid initial appearance before a magistrate, judge or grand jury for a federal criminal offense. This is the final attempt to reach you. For more information, press 1 and hold for the next available officer.",1
Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,1
"So, when you get this message, kindly press 1 to discuss with available officer. The reason you have received this phone call from our department is to inform you that there's a legal enforcement actions filed on your name for fraudulent activities. So, when you get this message, kindly press 1 to discuss with available officer.",1
"in the mail about your car's extended warranty. Since we have not gotten a response, we are giving you a final courtesy call before we close out your file. Press 2 to be put on our Do Not Call list. Or press 1 to speak to someone about possibly extending or reinstating your car's warranty. Again, press 1 to speak to a warranty specialist.",1
Can you write it down for me please ?,0
"Oh , I don't know.Of course , gasoline costs a lot these days .",0
"Yes , I will check you for asthma , and maybe we can check you for allergies later .",0
"Hi there, this is Jessica calling you from AT&T Direct TV. How are you doing today? Glad to hear that. Well, Direct TV is offering 50% discount to all of its existing customers. Do you have a moment to speak so I can go ahead and apply the discounts on your account?",1
I cant pick the phone right now. Pls send a message,0
Reply to win £100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service,1
"It may be cheaper , but it takes a long time .",0
"This is the 2nd attempt to contract U, you have won this weeks top prize of either £1000 cash or £200 prize. Just call 09066361921",1
"OK , then 50 Yuan for dessert . 500 Yuan all together .",0
"Non-smoking is fine , thank you .",0
Filthy stories and GIRLS waiting for your,1
How did he know that he had bad mouthed him ?,0
Fifty dollars . What is the exchange rate today ?,0
How do you usually part your hair ?,0
As a Registered Subscriber yr draw 4 a £100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062,1
"Hi, we've been trying to reach you concerning your vehicle's extended warranty. Now, you should have received something in the mail about that warranty. And since we've not gotten a response, we're giving you a final currency call before we close out your file. You can press 1 to speak with someone about possibly resuscitating or extending your warranty, or press 2 to be put on our do not call list. Or call our 800 number at 833-304-1447, U.S.T. 456.",1
"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel",1
UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117,1
5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,1
"Really , what's wrong with it ?",0
"I'm sorry sir , this flight has been cancelled due to some mechanical problems .",0
Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,1
"Latest Nokia Mobile or iPOD MP3 Player +£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.£1,50/Mtmsgrcvd18+",1
I see . Would you be interested in seeing the audio-visual products ? They are made by our company .,0
"Hello, this is an apology call from your electric utility. You got overcharged by third party supplier You will be receiving $50 reward along with 30% discount on your electric and gas bill Please press 1 and get your $50 reward card",1
You can renew the books over the computer .,0
"No , I don't think so .",0
I just bought these slacks a week ago . And I am a regular customer here . Can you make an exception this time ?,0
For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p,1
The dinner is really rich .,0
"No , We didn't go there . I'd like to go there next time .",0
"Dear customer, this is David from Amazon. We receive one suspicious incoming charge of $1,499 in your Amazon account from Dayton, Ohio. For dispute on this charge, press 1 to connect with our Amazon customer care representative. Thank you.",1
"Hello , is Doris available ?",0
"Sure , no problem . You can call me any time you are alone from now on .",0
"Hello, this is Sarah from Discover. I am calling in regards to rate expiration. We've been trying to reach you as your eligibility for rate reduction is about to expire. Press 1 for more information or hang up this call.",1
It's not what I asked for .,0
What do you think I should do ?,0
FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,1
Not a bad idea !,0
"for an iPhone 11 Pro worth $999 has been placed to be delivered in Bakersfield, California, and further action is required for successful delivery of your product. If you did not place this order immediately, call on our Amazon Billing and Fraud Protection Department by press 1 or call us at 2136-007579. Thank you.",1
"we are giving you a final courtesy call before we close out your file. Press 2 to be put on our do not call list or press 1 to speak to someone about possibly extending or reinstating your car's warranty. Again, press 1 to speak to a warranty specialist. Your car 800 number at 833-304-1447, UST 456.",1
"Hi, this is Officer Sarah Schulz calling you from the Department of Social Security Administration. The reason you have received this phone call from our department is to inform you that there's a legal enforcement actions filed on your social security number for fraudulent activities. In order to connect federal agent press 1 and you will be connected to the concerned department. If we don't hear from you, your social will be blocked permanently, press 1 and you will be connected to the concerned department.",1
"filed on your social security number for fraudulent activities. In order to connect federal agent press 1 and you will be connected to the concerned department. If we don't hear from you, your social will be blocked permanently. Press 1 and you will be connected to the concerned department.",1
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,1
Which place are you most interested in ?,0
Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,1
PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,1
"A pre-authorized purchase of an Apple MacBook Pro and an Apple AirPods is being ordered from your Amazon account for an amount of $1,537.35. To cancel your order or to connect with one of our customer support representatives, please press 1.",1
"Yes , I can .",0
I wouldn't say that's totally true . I've met many happy intercultural couples .,0
"to your account before the next billing cycle. Congratulations on your excellent payment history. You now qualify for 0% interest rate on all your credit card account. This is the limited time offer, and you must respond immediately. Press 1 now to speak to our qualification department and complete the enrollment process.",1
"Hello. This call is to inform you that a pre-authorized order has been placed on your name. So to authorize the order, or to talk to our representative, please press 1 or stay on the line. Thank you. Goodbye.",1
"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",1
"Of course , could you help to blow up some balloons ?",0
"Hello, you have reached the central processing center for IRS back tax negotiations. I am a virtual assistant that can help direct your call, how can I help you? You can say things like responding to a text or returning a phone call. Great and",1
"Yes , maybe you can come on Friday .",0
"Hello, this is Sarah from Discover. I am calling in regards to rate expiration. We've been trying to reach you as your eligibility for rate reduction is about to expire. Call SS1 for more information or hang up this call.",1
"Motivate Tony to cooperate by rewarding his good behavior . Do not emphasize punishment for bad moods , etc . Do not threaten him with punishment if he resists the actions you desire .",0
"Yes , for the most part . It doesn't feel as bad as my other ailments , anyway .",0
Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,1
"that your social security number has been used for some kind of fraudulent activities in the south border of Texas, so please in order go ahead get more information. To speak with officer press 1. I repeat press 1. Thank you and have a great day.",1
I don't know how they function the next day ! It's like they eat and breathe soccer !,0
"Yes , please . My name's Michael Caxton from one of your customers — Rosedale Investments .",0
"In that case , I won't keep you any longer . Drop in any time .",0
"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p",1
Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,1
Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers,1
"Hello, this is Officer Michael Brown from Social Security Administration. To inform you that due to some suspicious activities related to your Social Security number, we are forced to suspend your Social Security number with immediate effect. In case you feel this is an error, you may connect to the legal department of Social Security Administration. In order to connect a Social Security Administration Officer, press 1. In case we did not hear from you, your Social will be blocked permanently. To connect now, press 1 and you will be automatically connected to the concerned department.",1
I ’ m fine . Is everything fine in the family ?,0
Thank you . Is there a special rate for a group reservation ?,0
"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. Help08718728876",1
"May , I saw a beautiful cotton down coat in the shopping mail .",0
"Hello, this is Mary Marcello regarding your COVID-19 relief payment, and you can reach me at... Hello, this is Mary Marcello regarding your COVID-19 relief payment, and you can reach me at my state-assigned phone number, 844-877-0123. And it's my job to make you aware that because you qualified for a relief payment, you also qualify for the New Debt Relief Program. The primary focus of this program is to provide student loan debt relief by either significantly reducing the amount you owe or eliminating it altogether. This was just passed by the Biden administration, actively known as BidenCare. We see that you have not enrolled in this free program, so please give me a call and I will make sure your form is submitted. It takes five minutes. My state-assigned phone number is 844-877-0123. And this call has been marked complete by State Agent Mary Marcello, Agent number 5568. Talk with you soon. Take care.",1
Sure . First we'll go buy a newspaper and then we'll go to the library .,0
"If you take M / T , it will take a longer time for your brother to receive the money .",0
Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!,1
"A friend of mine works at the corporate headquarters of Pepsi , which is a major sponsor of the movie . He was able to get the tickets for free , and then he sold two more for me for 50 dollars a piece .",0
"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY £1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.",1
Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.,1
No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,1
Do you have any idea why he treats you worse than the others ?,0
"I'd like to , but I must run to a meeting .",0
I won ’ t be able to fix the pipe until tomorrow .,0
MI stands for Middle Initial .,0
22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222,1
I know .,0
sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP,1
"We would like to inform you that there is an order placed for Apple iPhone 11 Pro using your Amazon account. If you do not authorize this order, press 1 or press 2 to authorize this order.",1
There ’ s been a growth in that field in my country too . A lot of people want to learn practical and professional skills .,0
"you numerous times by mail and now by phone in regards to policy benefits offered through your Medicare plan. If you do not act soon, we will label you ineligible for these benefits. To speak to a local specialist or to learn more about these benefits, please press 1. To be removed from our call list, please press 9. This is Susan, your local patient advocate. This is an urgent message for all patients currently on Medicare. We have tried to reach you numerous times by mail and now by phone in regards to policy benefits offered through your Medicare plan. If you do not act soon, we will label you ineligible for these benefits. To speak to a local specialist or to learn more about these benefits, please press 1. To be removed from our call list, please press 9. This is Susan, your local patient advocate. This is an urgent message for all patients currently on Medicare. We have tried to reach you numerous times by mail and now by phone in regards to policy benefits offered through your Medicare plan. If you do not act soon, we will label you ineligible for these benefits. To speak to a local specialist or to learn more about these benefits, please press 1. To be removed from our call list, please press 9.",1
"Hello, this call is from Microsoft Help Center. We encounter a serious issue coming out of your computer. It seems to be someone is trying to hijack your identity and try to steal your social security number and personal information. If it's not fixed right away then your computer will become obsolete and all of your credential information may got compromised. If you are the one who is using Microsoft Windows in your computer, then please press 7 now to speak with security team now. Please ignore if we called you by mistake. Thanks.",1
That's y u haf 2 keep me busy...,0
Do you believe in UFO's ?,0
"Great . By the way , what does your friend do ?",0
"We are calling you from the Department of Social Security Administration. The reason you received this phone call from our department is to inform you that there is a legal enforcement action filed on your Social Security number for fraudulent activities. So when you get this message, kindly press 1 to connect with the next available officer. Thank you.",1
Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX £1.50,1
Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL,0
"Well , I guess the employee would feel more embarrassed and probably angry . Anyway , it is not wise at all to give a harsh time to your employee in front of others , especially strangers .",0
"from four different locations and devices. There is one pre-authorized order placed for Apple MacBook Pro and AirPod Pro for a total amount of $1,499. It will be deducted from your account soon. Your reference ID number is 27369. Was this you? If you have not authorized this transaction, then press 1 to speak to one of our customer care executives. Thank you.",1
You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,1
"Are you kidding ? The meter says 15 dollars , doesn't it ?",0
"Good for you . No problem , I'll listen to the car radio",0
Thanks . I'll need a while to choose . Could you come back in a minute ?,0
"been used for some kind of fraudulent activities in the South border of Texas. So please in order go ahead, get more information to speak with officer press one, I repeat press one, thank you and have a great day.",1
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,1
"FREE RING TONE just text ""POLYS"" to 87131. Then every week get a new tone. 0870737910216yrs only £1.50/wk.",1
"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",1
I need to make an appointment with you today .,0
payment of $469 for your recent purchase. So if you want to cancel the payment and want to talk our customer service please press 1. I repeat press 1 to connect,1
"Certainly not . The object of weigh is to surround a larger area than the opponent . In other words , each side is struggling for a greater living space by mapping out a territory on the board . Hence , chess aims to kill , while weigh is most concerned with howso survive .",0
"This is Officer Sarah Jones calling you from the legal department. The very second you read this message, you need to leave your work aside so that we can discuss about your case and take necessary action. On this matter, in order to connect, press 1 and you will be connected to the concerned department. If we don't hear from you, IT will be forced to take legal action against you.",1
"I like it very much , but it's a little confusing to me .",0
This bus doesn't take you directly there . You'd have to change buses twice . I suggest you walk . It'll take you less than 20 minutes .,0
"Will this do ? Your major is not related to banking , as you know .",0
Hang in there . It ’ ll all come together one of these days .,0
I promise I will take the first chance to call on you . Please send your wife with my best regards .,0
How was your test ?,0
"or would like to stop the disjoin, please press 1 to start your claim. Otherwise, press 2 to speak with the billing department.",1
Social Security Administration. The reason you receive this phone call from our department is to inform you that there's a legal enforcement action filed on your social security number for fraudulent activities. So when you get this message kindly press 1 to connect with the next available officer. Thank you.,1
You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!,1
Can I ask you what the office rules are ?,0
"Thank you for choosing MasterCard, Visa, and Discover. As our way of saying thanks, we'd like to reward you for making your payments in a timely fashion. We're excited to inform you that you're now eligible to qualify for 0% interest rates on your existing credit card accounts. If you still owe more than $5,000 in total credit card debt, press the number 1 to qualify for lower interest, lower payments, and cash back benefits for your most recent purchases. Press 1 now for more information.",1
You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,1
"third-party supplier, you will be receiving $50 reward along with 30% discount on your electric and gas bill. Please press 1 and get your $50 reward card.",1
"We would like to inform you that there is an order placed for Apple iPhone 11 Pro using your Amazon account. If you do not authorize this order, press 1 or press 2 to authorize this order.",1
We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,1
It sounds wonderful . Do I have to sign a lease ? How much should I pay ?,0
It's good to have you in the group . We can always use a good baritone !,0
Oh no. This is to notify you that your social security number has been compromised so to find out some more information and to get connected with an officer press 1. I repeat press 1 to get more details. Thank you.,1
"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com SkillGame,1Winaweek, age16.150ppermessSubscription",1
Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B,1
But I thought it was . Anyway . I am in a hurry . Here is the money .,0
It's nice of you to see me off .,0
"Ha , ha , ha ! Yes , I guess I deserved that . Let me explain , okay ?",0
"To inform you that you will be experiencing a disconnection of service today within 30 minutes due to non-payment on the account, please press one to speak with a representative. Please press one. Thank you. Greetings. This is an automated message from the Disconnection Department of Jersey Central Power and Light Electricity Company. To inform you that you will be experiencing a disconnection of service today within 30 minutes due to non-payment on the account, please press one to speak with a representative. Please press one. Thank you.",1
"well , I can ’ t just image it .",0
"Yes , you're on time . Are you often late ?",0
"A pre-authorized purchase of an Apple MacBook Pro and an Apple AirPods is being ordered from your Amazon account for an amount of $1,537.35. To cancel your order or to connect with one of our customer support representative, please press 1.",1
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+,1
I asked sen to come chennai and search for job.,0
Let me get my morning coffee to get my brain working again .,0
It doesn't matter .,0
"Yes , I ’ d like to do that .",0
"your case and take necessary action on this matter. If we don't hear from you, then we will be forced to take legal action against you. Kindly, we would like to confirm some information with you. If you will be taking legal action, if you want to talk with administrator, please press 1. I repeat, press 1. Thank you.",1
Look at these newlyweds . They seem as if they are on top of the world .,0
"Don't worry , it should have been protected automatically . And I take an anti-virus software with me . Do you want me to install it now ?",0
Not a bad idea !,0
"This is an important call regarding a legal enforcement action being executed under your name for suspicious and fraudulent activities carried out using your identity. The court has issued a suspension notice along with a warrant against your name. Ignoring this message will be an intentional second attempt to avoid initial appearance before a magistrate, judge or grand jury for a federal criminal offense. This is the final attempt to reach you. For more information, press 1 and hold for the next available officer.",1
"that we will be suspending your social security number because we found some suspicious activities on your social security. If you want more information about this case, press 1. Thank you.",1
But I don't know where the registration office is .,0
"in the mail about your car's extended warranty. Since we have not gotten a response, we are giving you a final courtesy call before we close out your file. Press 2 to be removed and put on our do not call list. Press 1 to speak with someone about possibly extending or reinstating your car's warranty. Again, press 1 to speak with a warranty specialist. Or call our 800 number at 833-304-1447, U.S.T. 456.",1
"leave your work aside so that we can discuss about your case and take necessary action on this matter. In order to connect federal agent press 1 and you will be connected to the concerned department. If we don't hear from you, then we will be forced to take legal action against you. Press 1 and you will be connected to the concerned department.",1
URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,1
"Hello, this is Sarah from Discover. I am calling in regards to rate expiration. We've been trying to reach you as your eligibility for rate reduction is about to expire. Call SS1 for more information or hang up this call.",1
I did the same . I spent hours yesterday evening wrapping presents . I hope I didn ’ t forget to buy anyone something !,0
But both my wife and I prefer taking a bus .,0
Let ’ s go downtown and pick up some fashionable clothes for you .,0
How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS),1
This call is from the Department of Social Security Administration. The reason you have received this phone call from our department is to inform you that we just suspend your social security number because we found some suspicious activity. So if you want to know about this case just press 1 thank you.,1
I had a stomachache .,0
"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL",1
We can inform the department in charge and ask for revocation of passport .,0
We drove to the lake and had a picnic . We had a great time ! How about you ? Did you do anything special ?,0
"Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm",1
I agree . I appreciate your helping me .,0
Good morning . What can I do for you ?,0
